aquifer_code,well_name,longitude,latitude,analyte,abundance
aquifer_i,LAUPAHOEHOE_1,-155.237,19.979,Na,49
aquifer_i,LAUPAHOEHOE_1,-155.237,19.979,K,4
aquifer_i,LAUPAHOEHOE_1,-155.237,19.979,SO4,14
aquifer_i,LAUPAHOEHOE_1,-155.237,19.979,HCO3,NA
aquifer_i,LAUPAHOEHOE_1,-155.237,19.979,dissolved_solids,340
aquifer_i,LAUPAHOEHOE_1,-155.237,19.979,Ca,16
aquifer_i,LAUPAHOEHOE_2,-155.238,19.979,SiO2,41
aquifer_i,LAUPAHOEHOE_2,-155.238,19.979,Cl,73
aquifer_i,LAUPAHOEHOE_2,-155.238,19.979,Mg,49
aquifer_i,LAUPAHOEHOE_2,-155.238,19.979,Na,34
aquifer_i,LAUPAHOEHOE_2,-155.238,19.979,K,3.3
aquifer_i,LAUPAHOEHOE_2,-155.238,19.979,SO4,10
aquifer_i,LAUPAHOEHOE_2,-155.238,19.979,HCO3,NA
aquifer_i,LAUPAHOEHOE_2,-155.238,19.979,dissolved_solids,260
aquifer_i,LAUPAHOEHOE_2,-155.238,19.979,Ca,14
aquifer_i,HONOKAA_WELL_B,-155.473,20.075,SiO2,35
aquifer_i,HONOKAA_WELL_B,-155.473,20.075,Cl,86
aquifer_i,HONOKAA_WELL_B,-155.473,20.075,Mg,65
aquifer_i,HONOKAA_WELL_B,-155.473,20.075,Na,35
aquifer_i,HONOKAA_WELL_B,-155.473,20.075,K,7.3
aquifer_i,HONOKAA_WELL_B,-155.473,20.075,SO4,8.6
aquifer_i,HONOKAA_WELL_B,-155.473,20.075,HCO3,NA
aquifer_i,HONOKAA_WELL_B,-155.473,20.075,dissolved_solids,320
aquifer_i,HONOKAA_WELL_B,-155.473,20.075,Ca,18
aquifer_i,OOKALA,-155.284,20.01,SiO2,37
aquifer_i,OOKALA,-155.284,20.01,Cl,12
aquifer_i,OOKALA,-155.284,20.01,Mg,31
aquifer_i,OOKALA,-155.284,20.01,Na,9
aquifer_i,OOKALA,-155.284,20.01,K,1.5
aquifer_i,OOKALA,-155.284,20.01,SO4,3.5
aquifer_i,OOKALA,-155.284,20.01,HCO3,NA
aquifer_i,OOKALA,-155.284,20.01,dissolved_solids,130
aquifer_i,OOKALA,-155.284,20.01,Ca,14
aquifer_i,HAKALAU_SPRING_INTAKE,-155.125,19.889,SiO2,26
aquifer_i,HAKALAU_SPRING_INTAKE,-155.125,19.889,Cl,5
aquifer_i,HAKALAU_SPRING_INTAKE,-155.125,19.889,Mg,21
aquifer_i,HAKALAU_SPRING_INTAKE,-155.125,19.889,Na,7
aquifer_i,HAKALAU_SPRING_INTAKE,-155.125,19.889,K,0
aquifer_i,HAKALAU_SPRING_INTAKE,-155.125,19.889,SO4,1.1
aquifer_i,HAKALAU_SPRING_INTAKE,-155.125,19.889,HCO3,NA
aquifer_i,HAKALAU_SPRING_INTAKE,-155.125,19.889,dissolved_solids,90
aquifer_i,HAKALAU_SPRING_INTAKE,-155.125,19.889,Ca,9.1
aquifer_i,KAIEIE_INTAKE,-155.131,19.789,SiO2,31
aquifer_i,KAIEIE_INTAKE,-155.131,19.789,Cl,5
aquifer_i,KAIEIE_INTAKE,-155.131,19.789,Mg,36
aquifer_i,KAIEIE_INTAKE,-155.131,19.789,Na,7
aquifer_i,KAIEIE_INTAKE,-155.131,19.789,K,0
aquifer_i,KAIEIE_INTAKE,-155.131,19.789,SO4,2.4
aquifer_i,KAIEIE_INTAKE,-155.131,19.789,HCO3,NA
aquifer_i,KAIEIE_INTAKE,-155.131,19.789,dissolved_solids,110
aquifer_i,KAIEIE_INTAKE,-155.131,19.789,Ca,13
aquifer_i,PAPAIKOU_SPRING_INTAKE,-155.101,19.784,SiO2,11
aquifer_i,PAPAIKOU_SPRING_INTAKE,-155.101,19.784,Cl,6
aquifer_i,PAPAIKOU_SPRING_INTAKE,-155.101,19.784,Mg,28
aquifer_i,PAPAIKOU_SPRING_INTAKE,-155.101,19.784,Na,6
aquifer_i,PAPAIKOU_SPRING_INTAKE,-155.101,19.784,K,0
aquifer_i,PAPAIKOU_SPRING_INTAKE,-155.101,19.784,SO4,8
aquifer_i,PAPAIKOU_SPRING_INTAKE,-155.101,19.784,HCO3,NA
aquifer_i,PAPAIKOU_SPRING_INTAKE,-155.101,19.784,dissolved_solids,150
aquifer_i,PAPAIKOU_SPRING_INTAKE,-155.101,19.784,Ca,28
aquifer_i,HONOMU,-155.12,19.864,SiO2,40
aquifer_i,HONOMU,-155.12,19.864,Cl,6
aquifer_i,HONOMU,-155.12,19.864,Mg,24
aquifer_i,HONOMU,-155.12,19.864,Na,14
aquifer_i,HONOMU,-155.12,19.864,K,2.1
aquifer_i,HONOMU,-155.12,19.864,SO4,2.2
aquifer_i,HONOMU,-155.12,19.864,HCO3,NA
aquifer_i,HONOMU,-155.12,19.864,dissolved_solids,120
aquifer_i,HONOMU,-155.12,19.864,Ca,9.3
aquifer_i,KEONEPOKONUI_1_WELL,-154.965,19.515,SiO2,54
aquifer_i,KEONEPOKONUI_1_WELL,-154.965,19.515,Cl,4
aquifer_i,KEONEPOKONUI_1_WELL,-154.965,19.515,Mg,21
aquifer_i,KEONEPOKONUI_1_WELL,-154.965,19.515,Na,10
aquifer_i,KEONEPOKONUI_1_WELL,-154.965,19.515,K,2.8
aquifer_i,KEONEPOKONUI_1_WELL,-154.965,19.515,SO4,4.9
aquifer_i,KEONEPOKONUI_1_WELL,-154.965,19.515,HCO3,NA
aquifer_i,KEONEPOKONUI_1_WELL,-154.965,19.515,dissolved_solids,120
aquifer_i,KEONEPOKONUI_1_WELL,-154.965,19.515,Ca,7.6
aquifer_i,KEONEPOKONUI_2_WELL,-154.965,19.515,SiO2,54
aquifer_i,KEONEPOKONUI_2_WELL,-154.965,19.515,Cl,3
aquifer_i,KEONEPOKONUI_2_WELL,-154.965,19.515,Mg,21
aquifer_i,KEONEPOKONUI_2_WELL,-154.965,19.515,Na,10
aquifer_i,KEONEPOKONUI_2_WELL,-154.965,19.515,K,2.8
aquifer_i,KEONEPOKONUI_2_WELL,-154.965,19.515,SO4,4.7
aquifer_i,KEONEPOKONUI_2_WELL,-154.965,19.515,HCO3,NA
aquifer_i,KEONEPOKONUI_2_WELL,-154.965,19.515,dissolved_solids,84
aquifer_i,KEONEPOKONUI_2_WELL,-154.965,19.515,Ca,7.4
aquifer_i,KEAAU_OLAA_WELL_2,-155.031,19.631,SiO2,39
aquifer_i,KEAAU_OLAA_WELL_2,-155.031,19.631,Cl,5
aquifer_i,KEAAU_OLAA_WELL_2,-155.031,19.631,Mg,12
aquifer_i,KEAAU_OLAA_WELL_2,-155.031,19.631,Na,7
aquifer_i,KEAAU_OLAA_WELL_2,-155.031,19.631,K,2.2
aquifer_i,KEAAU_OLAA_WELL_2,-155.031,19.631,SO4,7.7
aquifer_i,KEAAU_OLAA_WELL_2,-155.031,19.631,HCO3,NA
aquifer_i,KEAAU_OLAA_WELL_2,-155.031,19.631,dissolved_solids,88
aquifer_i,KEAAU_OLAA_WELL_2,-155.031,19.631,Ca,5.9
aquifer_i,KEAAU_OLAA_WELL_1,-155.031,19.631,SiO2,39
aquifer_i,KEAAU_OLAA_WELL_1,-155.031,19.631,Cl,3
aquifer_i,KEAAU_OLAA_WELL_1,-155.031,19.631,Mg,12
aquifer_i,KEAAU_OLAA_WELL_1,-155.031,19.631,Na,7
aquifer_i,KEAAU_OLAA_WELL_1,-155.031,19.631,K,2.2
aquifer_i,KEAAU_OLAA_WELL_1,-155.031,19.631,SO4,6.9
aquifer_i,KEAAU_OLAA_WELL_1,-155.031,19.631,HCO3,NA
aquifer_i,KEAAU_OLAA_WELL_1,-155.031,19.631,dissolved_solids,86
aquifer_i,KEAAU_OLAA_WELL_1,-155.031,19.631,Ca,5.7
aquifer_i,OLAA_STATION_WELL_3,-155.051,19.606,SiO2,41
aquifer_i,OLAA_STATION_WELL_3,-155.051,19.606,Cl,3
aquifer_i,OLAA_STATION_WELL_3,-155.051,19.606,Mg,13
aquifer_i,OLAA_STATION_WELL_3,-155.051,19.606,Na,6
aquifer_i,OLAA_STATION_WELL_3,-155.051,19.606,K,2.2
aquifer_i,OLAA_STATION_WELL_3,-155.051,19.606,SO4,4.6
aquifer_i,OLAA_STATION_WELL_3,-155.051,19.606,HCO3,NA
aquifer_i,OLAA_STATION_WELL_3,-155.051,19.606,dissolved_solids,66
aquifer_i,OLAA_STATION_WELL_3,-155.051,19.606,Ca,6.2
aquifer_j,Pahoa_2A,-154.944,19.483,SiO2,53
aquifer_j,Pahoa_2A,-154.944,19.483,Cl,5
aquifer_j,Pahoa_2A,-154.944,19.483,Mg,2.9
aquifer_j,Pahoa_2A,-154.944,19.483,Na,17
aquifer_j,Pahoa_2A,-154.944,19.483,K,3.4
aquifer_j,Pahoa_2A,-154.944,19.483,SO4,0
aquifer_j,Pahoa_2A,-154.944,19.483,HCO3,NA
aquifer_j,Pahoa_2A,-154.944,19.483,dissolved_solids,114
aquifer_j,Pahoa_2A,-154.944,19.483,Ca,4.2
aquifer_j,ALILI_TUNNEL,-155.518,19.229,SiO2,21
aquifer_j,ALILI_TUNNEL,-155.518,19.229,Cl,5
aquifer_j,ALILI_TUNNEL,-155.518,19.229,Mg,4
aquifer_j,ALILI_TUNNEL,-155.518,19.229,Na,4
aquifer_j,ALILI_TUNNEL,-155.518,19.229,K,0
aquifer_j,ALILI_TUNNEL,-155.518,19.229,SO4,14
aquifer_j,ALILI_TUNNEL,-155.518,19.229,HCO3,NA
aquifer_j,ALILI_TUNNEL,-155.518,19.229,dissolved_solids,90
aquifer_j,ALILI_TUNNEL,-155.518,19.229,Ca,18
aquifer_j,PAHALA_WELL_1,-155.487,19.204,SiO2,46
aquifer_j,PAHALA_WELL_1,-155.487,19.204,Cl,3
aquifer_j,PAHALA_WELL_1,-155.487,19.204,Mg,16
aquifer_j,PAHALA_WELL_1,-155.487,19.204,Na,7
aquifer_j,PAHALA_WELL_1,-155.487,19.204,K,1.6
aquifer_j,PAHALA_WELL_1,-155.487,19.204,SO4,7.7
aquifer_j,PAHALA_WELL_1,-155.487,19.204,HCO3,NA
aquifer_j,PAHALA_WELL_1,-155.487,19.204,dissolved_solids,110
aquifer_j,PAHALA_WELL_1,-155.487,19.204,Ca,7.7
aquifer_j,PAHALA_WELL2,-155.49,19.207,SiO2,45
aquifer_j,PAHALA_WELL2,-155.49,19.207,Cl,3
aquifer_j,PAHALA_WELL2,-155.49,19.207,Mg,15
aquifer_j,PAHALA_WELL2,-155.49,19.207,Na,6
aquifer_j,PAHALA_WELL2,-155.49,19.207,K,1.6
aquifer_j,PAHALA_WELL2,-155.49,19.207,SO4,7.6
aquifer_j,PAHALA_WELL2,-155.49,19.207,HCO3,NA
aquifer_j,PAHALA_WELL2,-155.49,19.207,dissolved_solids,96
aquifer_j,PAHALA_WELL2,-155.49,19.207,Ca,7.3
aquifer_j,NEW_MOUNTAIN_HOUSE,-155.613,19.155,SiO2,28
aquifer_j,NEW_MOUNTAIN_HOUSE,-155.613,19.155,Cl,5
aquifer_j,NEW_MOUNTAIN_HOUSE,-155.613,19.155,Mg,13
aquifer_j,NEW_MOUNTAIN_HOUSE,-155.613,19.155,Na,6
aquifer_j,NEW_MOUNTAIN_HOUSE,-155.613,19.155,K,1.4
aquifer_j,NEW_MOUNTAIN_HOUSE,-155.613,19.155,SO4,23
aquifer_j,NEW_MOUNTAIN_HOUSE,-155.613,19.155,HCO3,NA
aquifer_j,NEW_MOUNTAIN_HOUSE,-155.613,19.155,dissolved_solids,88
aquifer_j,NEW_MOUNTAIN_HOUSE,-155.613,19.155,Ca,7.2
aquifer_j,NAALEHU_WELLHEAD,-155.593,19.06,SiO2,50
aquifer_j,NAALEHU_WELLHEAD,-155.593,19.06,Cl,9
aquifer_j,NAALEHU_WELLHEAD,-155.593,19.06,Mg,31
aquifer_j,NAALEHU_WELLHEAD,-155.593,19.06,Na,16
aquifer_j,NAALEHU_WELLHEAD,-155.593,19.06,K,2
aquifer_j,NAALEHU_WELLHEAD,-155.593,19.06,SO4,11
aquifer_j,NAALEHU_WELLHEAD,-155.593,19.06,HCO3,NA
aquifer_j,NAALEHU_WELLHEAD,-155.593,19.06,dissolved_solids,150
aquifer_j,NAALEHU_WELLHEAD,-155.593,19.06,Ca,9.2
aquifer_j,KEAUOHANA,-154.952,19.413,SiO2,56
aquifer_j,KEAUOHANA,-154.952,19.413,Cl,140
aquifer_j,KEAUOHANA,-154.952,19.413,Mg,35
aquifer_j,KEAUOHANA,-154.952,19.413,Na,90
aquifer_j,KEAUOHANA,-154.952,19.413,K,6.3
aquifer_j,KEAUOHANA,-154.952,19.413,SO4,24
aquifer_j,KEAUOHANA,-154.952,19.413,HCO3,NA
aquifer_j,KEAUOHANA,-154.952,19.413,dissolved_solids,360
aquifer_j,KEAUOHANA,-154.952,19.413,Ca,13
